Document group,Document name,Beginning,Context,Keyword,Context
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,8,girl  ,I,'m
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,10,anymore   ,I, can
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,10,anymore   ,I, can
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,11,things ,I,'ve
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,11,things ,I,'ve
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,16,know ,I,'m
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,16,know ,I,'m
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,19,that ,I, just
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,19,that ,I, just
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,20,t   ,I, can
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,20,t   ,I, can
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,32,ugly ,I, won
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,32,ugly ,I, won
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,32,t ,I, won
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,32,t ,I, won
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,35,lines   ,I, know
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,35,lines   ,I, know
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,35,cause ,I, do
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,35,cause ,I, do
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,36,myself ,I, do
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,36,myself ,I, do
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,5,as ,I, crossed
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,5,as ,I, crossed
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,8,where ,I, stood
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,8,where ,I, stood
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,9,when ,I, sold
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,9,when ,I, sold
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,12,round ,I,'d
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,12,round ,I,'d
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,17,cross ,I, came
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,17,cross ,I, came
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,21,desert ,I, truly
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,21,desert ,I, truly
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,22,believed ,I, tried
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,22,believed ,I, tried
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,26,round ,I,'d
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,26,round ,I,'d
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,38,disease ,I, thought
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,38,disease ,I, thought
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,39,that ,I,'d
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,39,that ,I,'d
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,39,what ,I, need
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,39,what ,I, need
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,42,round ,I,'d
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,42,round ,I,'d
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,51,say ,I, didn
2010s_nonAA_US > samanthafish,samanthafish-so-sucker_born,51,say ,I, didn
1960s_AA > albertking,albertking-lo-personal_manager,13,your ,ice, cream
1960s_AA > albertking,albertking-so-personal_manager,13,your ,ice, cream
1960s_AA > albertking,albertking-so-personal_manager,23,your ,ice, cream
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-snake_oil_city,8,an ,ice, cold
1960s_nonAA_nonUS > savoybrown,savoybrown-so-im_tired,4,others' ,ideas,   and
2010s_nonAA_US > samanthafish,samanthafish-so-lets_have_some_fun,15,of ,ideas,   oh
1980s_nonAA_nonUS > jeffhealey,jeffhealey-so-dont_let_your_chance_go_by,4,to ,ignore, her
1960s_AA > albertking,albertking-lc-ill_play_the_blues_for_you,26,most ,important, thing
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,30,most ,important, thing
1960s_AA > freddieking,freddieking-lo-have_you_ever_loved_a_woman,33,deep ,inside, of
1960s_AA > freddieking,freddieking-lo-have_you_ever_loved_a_woman,33,deep ,inside, of
1960s_AA > freddieking,freddieking-lo-have_you_ever_loved_a_woman,41,deep ,inside, of
1960s_AA > freddieking,freddieking-lo-have_you_ever_loved_a_woman,41,deep ,inside, of
1960s_AA > freddieking,freddieking-so-have_you_ever_loved_a_woman,21,deep ,inside, of
1960s_AA > freddieking,freddieking-so-have_you_ever_loved_a_woman,21,deep ,inside, of
1960s_nonAA_US > janisjoplin,janisjoplin-lo-kozmic_blues,20,fire ,inside, of
1960s_nonAA_US > janisjoplin,janisjoplin-lo-kozmic_blues,20,fire ,inside, of
1960s_nonAA_US > janisjoplin,janisjoplin-lo-kozmic_blues,34,fire ,inside, of
1960s_nonAA_US > janisjoplin,janisjoplin-lo-kozmic_blues,34,fire ,inside, of
1960s_nonAA_US > janisjoplin,janisjoplin-so-i_need_a_man_to_love,79,unintelligible) ,inside,   woa
1960s_nonAA_US > janisjoplin,janisjoplin-so-i_need_a_man_to_love,79,unintelligible) ,inside,   woa
1960s_nonAA_US > janisjoplin,janisjoplin-so-kozmic_blues,36,fire ,inside, of
1960s_nonAA_US > janisjoplin,janisjoplin-so-kozmic_blues,36,fire ,inside, of
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-no_amount_of_loving,5,deep ,inside,  oh
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-no_amount_of_loving,5,deep ,inside,  oh
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-no_amount_of_loving,17,deep ,inside,  you
1960s_nonAA_US > paulbutterfield,paulbutterfield-lo-no_amount_of_loving,17,deep ,inside,  you
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-no_amount_of_loving,5,deep ,inside,   I
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-no_amount_of_loving,5,deep ,inside,   I
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-no_amount_of_loving,19,deep ,inside, you
1960s_nonAA_US > paulbutterfield,paulbutterfield-so-no_amount_of_loving,19,deep ,inside, you
1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,30,step ,inside, my
1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,30,step ,inside, my
1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,34,step ,inside, baby
1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,34,step ,inside, baby
1980s_nonAA_US > stevierayvaughan,stevierayvaughan-so-aint_gone_n_give_up_on_love,8,fear ,inside, now
1980s_nonAA_US > stevierayvaughan,stevierayvaughan-so-aint_gone_n_give_up_on_love,8,fear ,inside, now
2010s_nonAA_US > joebonamassa,joebonamassa-so-high_class_girl,17,once ,inside, my
2010s_nonAA_US > joebonamassa,joebonamassa-so-high_class_girl,17,once ,inside, my
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,2,your ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,4,your ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,11,your ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,14,your ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,16,your ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,22,your ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,25,your ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,26,man ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,27,man ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,28,man ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,29,your ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,32,your ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,33,man ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,34,man ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,35,man ,insufficient, man
2010s_nonAA_nonUS > danpatlansky,danpatlansky-so-insufficient_man,36,your ,insufficient, man
2010s_nonAA_nonUS > davyknowles,davyknowles-so-never_gonna_be_the_same,23,soul ,intact,   feel
1960s_AA > albertking,albertking-lc-as_the_years_go_passing_by,7,there ,is, nothing
1960s_AA > albertking,albertking-lc-as_the_years_go_passing_by,9,there ,is, nothing
1960s_AA > albertking,albertking-lc-ill_play_the_blues_for_you,19,loneliness ,is, a
1960s_AA > albertking,albertking-lo-personal_manager,9,worries ,is, over
1960s_AA > albertking,albertking-lo-personal_manager,11,worries ,is, over
1960s_AA > albertking,albertking-lo-personal_manager,13,day ,is, through
1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,2,there ,is, nothing
1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,4,there ,is, nothing
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,20,loneliness ,is, a
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,25,thatthis ,is, a
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,26,this ,is, a
1960s_AA > albertking,albertking-so-personal_manager,9,worries ,is, over
1960s_AA > albertking,albertking-so-personal_manager,11,worries ,is, over
1960s_AA > albertking,albertking-so-personal_manager,13,day ,is, through
1960s_AA > albertking,albertking-so-personal_manager,23,day ,is, through
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,17,love ,is, nothing
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,36,love ,is, nothing
1960s_AA > bbking,bbking-lo-worry_worry,10,life ,is, so
1960s_AA > bbking,bbking-lo-worry_worry,39,do ,is, talk
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,6,love ,is, nothing
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,30,love ,is, nothing
1960s_AA > bbking,bbking-so-worry_worry,6,life ,is, so
1960s_AA > freddieking,freddieking-lo-i_love_the_woman,8,life ,is, in
1960s_AA > freddieking,freddieking-lo-i_love_the_woman,21,life ,is, in
1960s_AA > freddieking,freddieking-lo-i_love_the_woman,24,life ,is, in
1960s_AA > freddieking,freddieking-lo-im_tore_down,26,mine ,is,  out
1960s_AA > freddieking,freddieking-lo-im_tore_down,29,love ,is, true
1960s_AA > freddieking,freddieking-so-i_love_the_woman,9,life ,is, in
1960s_AA > freddieking,freddieking-so-i_love_the_woman,25,life ,is, in
1960s_AA > freddieking,freddieking-so-im_tore_down,29,mine ,is,   out
1960s_AA > freddieking,freddieking-so-im_tore_down,33,love ,is, true
1960s_AA > jimihendrix,jimihendrix-lo-voodoo_child,17,group ,is, sun
1960s_AA > muddywaters,muddywaters-so-tiger_in_your_tank,7,mind ,is, on
1960s_nonAA_nonUS > cream,cream-sc-born_under_a_bad_sign,6,trouble ,is, my
1960s_nonAA_nonUS > cream,cream-sc-born_under_a_bad_sign,15,woman ,is, all
1960s_nonAA_nonUS > fleetwoodmac,fleetwoodmac-sc-sun_is_shining,1,sun ,is, shining
1960s_nonAA_nonUS > fleetwoodmac,fleetwoodmac-sc-sun_is_shining,4,sun ,is, shining
1960s_nonAA_nonUS > fleetwoodmac,fleetwoodmac-so-merry_go_round,19,love ,is, like
1960s_nonAA_nonUS > savoybrown,savoybrown-so-hard_way_to_go,15,heart ,is, getting
1960s_nonAA_nonUS > tenyearsafter,tenyearsafter-sc-help_me,25,this ,is, oh
1960s_nonAA_nonUS > tenyearsafter,tenyearsafter-sc-i_woke_up_this_morning,24,rain ,is, falling
1960s_nonAA_nonUS > tenyearsafter,tenyearsafter-so-spider_in_my_web,25,web ,is, very
1960s_nonAA_nonUS > tenyearsafter,tenyearsafter-so-spider_in_my_web,27,web ,is, very
1960s_nonAA_US > allmanbrothers,allmanbrothers-lo-whipping_post,1,song ,is, introduced
1960s_nonAA_US > cannedheat,cannedheat-lc-catfish_blues,27,what ,is, on
1960s_nonAA_US > cannedheat,cannedheat-lo-future_blues,7,Lord ,is, sure
1960s_nonAA_US > cannedheat,cannedheat-lo-future_blues,26,Lord ,is, sure
1960s_nonAA_US > cannedheat,cannedheat-lo-move_on_down_the_road,1,this ,is, a
1960s_nonAA_US > cannedheat,cannedheat-sc-catfish_blues,32,this ,is, what
1960s_nonAA_US > cannedheat,cannedheat-so-future_blues,6,Lord ,is, sure
1960s_nonAA_US > cannedheat,cannedheat-so-future_blues,13,that ,is, afwul
1960s_nonAA_US > cannedheat,cannedheat-so-future_blues,23,Lord ,is, sure
1960s_nonAA_US > cannedheat,cannedheat-so-im_her_man,17,love   ,is, hard
1960s_nonAA_US > cannedheat,cannedheat-so-im_her_man,19,love   ,is, hard
1960s_nonAA_US > cannedheat,cannedheat-so-move_on_down_the_road,1,this ,is, a
1960s_nonAA_US > janisjoplin,janisjoplin-lo-kozmic_blues,48,unintelligible) ,is, gonna
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,2,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,3,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,4,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,5,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,11,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,12,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,13,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,13,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,17,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,18,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,19,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,20,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,25,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,26,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,27,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-lo-women_is_losers,28,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-sc-down_on_me,6,world ,is, so
1960s_nonAA_US > janisjoplin,janisjoplin-so-women_is_losers,1,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-so-women_is_losers,2,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-so-women_is_losers,3,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-so-women_is_losers,4,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-so-women_is_losers,13,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-so-women_is_losers,14,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-so-women_is_losers,15,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-so-women_is_losers,26,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-so-women_is_losers,27,women ,is, losers
1960s_nonAA_US > janisjoplin,janisjoplin-so-women_is_losers,28,women ,is, losers
1960s_nonAA_US > paulbutterfield,paulbutterfield-sc-born_under_a_bad_sign,40,woman   ,is, all
1960s_nonAA_US > stevemiller,stevemiller-lo-stepping_stone,14,what ,is, right
1960s_nonAA_US > stevemiller,stevemiller-lo-stepping_stone,14,right ,is, right
1960s_nonAA_US > stevemiller,stevemiller-so-steppin_stone,16,what ,is, right
1960s_nonAA_US > stevemiller,stevemiller-so-steppin_stone,16,right ,is, right
1980s_AA > albertcollins,albertcollins-sc-a_good_fool_is_hard_to_find,9,fool ,is, hard
1980s_AA > albertcollins,albertcollins-sc-a_good_fool_is_hard_to_find,15,fool ,is, hard
1980s_AA > albertcollins,albertcollins-sc-a_good_fool_is_hard_to_find,17,fool ,is, hard
1980s_AA > albertcollins,albertcollins-sc-a_good_fool_is_hard_to_find,24,fool ,is, hard
1980s_AA > albertcollins,albertcollins-sc-a_good_fool_is_hard_to_find,26,fool ,is, hard
1980s_AA > albertcollins,albertcollins-sc-a_good_fool_is_hard_to_find,32,fool ,is, hard
1980s_AA > albertcollins,albertcollins-sc-a_good_fool_is_hard_to_find,34,fool ,is, hard
1980s_AA > albertcollins,albertcollins-so-if_trouble_was_money,16,times ,is, hard
1980s_AA > albertcollins,albertcollins-so-too_many-dirty-dishes,10,sink ,is, empty
1980s_AA > kokotaylor,kokotaylor-sc-let_the_good_times_roll,23,joint ,is, closed
1980s_AA > lutherallison,lutherallison-sc-freedom,13,world ,is, going
1980s_AA > lutherallison,lutherallison-sc-freedom,26,ghetto ,is, no
1980s_AA > lutherallison,lutherallison-sc-freedom,57,this ,is, what
1980s_AA > lutherallison,lutherallison-sc-freedom,62,freedom ,is, up
1980s_AA > lutherallison,lutherallison-sc-freedom,66,tell ,is, the
1980s_AA > lutherallison,lutherallison-sc-freedom,67,need ,is, someone
1980s_AA > lutherallison,lutherallison-sc-freedom,84,this ,is, what
1980s_AA > lutherallison,lutherallison-sc-little_red_rooster,19,rooster ,is, on
1980s_AA > lutherallison,lutherallison-sc-sweet_home_chicago,6,one ,is, two
1980s_AA > lutherallison,lutherallison-sc-sweet_home_chicago,7,two ,is, four
1980s_AA > lutherallison,lutherallison-sc-sweet_home_chicago,14,two ,is, six
1980s_AA > lutherallison,lutherallison-sc-sweet_home_chicago,15,two ,is, eight
1980s_AA > lutherallison,lutherallison-sc-sweet_home_chicago,23,one ,is, three
1980s_AA > lutherallison,lutherallison-sc-sweet_home_chicago,24,three ,is, six
1980s_AA > lutherallison,lutherallison-so-fight,21,do ,is, get
1980s_AA > lutherallison,lutherallison-so-fight,54,world ,is, with
1980s_AA > robertcray,robertcray-sc-too_many_cooks,23,meat ,is, so
1980s_AA > robertcray,robertcray-sc-too_many_cooks,23,juice ,is, a
1980s_AA > robertcray,robertcray-so-playin_in_the_dirt,22,ship ,is, going
1980s_nonAA_nonUS > ericclapton,ericclapton-sc-lay_down_sally,2,there ,is, nothing
1980s_nonAA_nonUS > ericclapton,ericclapton-sc-lay_down_sally,2,that ,is, wrong
1980s_nonAA_nonUS > ericclapton,ericclapton-sc-lay_down_sally,16,love ,is, all
1980s_nonAA_nonUS > jeffhealey,jeffhealey-sc-road_house_blues,51,end ,is, always
1980s_nonAA_nonUS > jeffhealey,jeffhealey-sc-tore_down,28,mine ,is, out
1980s_nonAA_nonUS > jeffhealey,jeffhealey-so-my_little_girl,4,she ,is, so
1980s_nonAA_nonUS > jeffhealey,jeffhealey-so-river_of_no_return,4,there ,is, no
1980s_nonAA_nonUS > johnmayall,johnmayall-sc-the_last_time,6,this ,is, the
1980s_nonAA_nonUS > johnmayall,johnmayall-sc-the_last_time,7,this ,is, the
1980s_nonAA_nonUS > johnmayall,johnmayall-sc-the_last_time,13,this ,is, the
1980s_nonAA_nonUS > johnmayall,johnmayall-sc-the_last_time,14,this ,is, the
1980s_nonAA_nonUS > johnmayall,johnmayall-sc-the_last_time,22,this ,is, the
1980s_nonAA_nonUS > johnmayall,johnmayall-sc-the_last_time,23,this ,is, the
1980s_nonAA_nonUS > johnmayall,johnmayall-sc-the_last_time,29,this ,is, the
1980s_nonAA_nonUS > johnmayall,johnmayall-sc-the_last_time,37,this ,is, the
1980s_nonAA_nonUS > johnmayall,johnmayall-sc-the_last_time,38,this ,is, the
1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-all_around_man,43,man ,is, gonna
1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-tore_down,19,love ,is, true
1980s_nonAA_nonUS > rorygallagher,rorygallagher-sc-tore_down,30,love ,is, true
1980s_nonAA_nonUS > thebluesband,thebluesband-sc-diddy_wah_diddy,3,certainly ,is, worrying
1980s_nonAA_nonUS > thebluesband,thebluesband-sc-diddy_wah_diddy,19,sure ,is, sweet
1980s_nonAA_nonUS > thebluesband,thebluesband-so-find_yourself_another_fool,18,affair ,is, through
1980s_nonAA_nonUS > thebluesband,thebluesband-so-find_yourself_another_fool,22,bag ,is, packed
1980s_nonAA_nonUS > thebluesband,thebluesband-so-find_yourself_another_fool,30,affair ,is, through
1980s_nonAA_nonUS > thebluesband,thebluesband-so-find_yourself_another_fool,34,bag ,is, packed
1980s_nonAA_nonUS > thebluesband,thebluesband-so-green_stuff,33,horse ,is, still
1980s_nonAA_US > bonnieraitt,bonnieraitt-sc-green_lights,8,destination ,is, don
1980s_nonAA_US > bonnieraitt,bonnieraitt-sc-three_time_loser,19,love ,is, worth
1980s_nonAA_US > bonnieraitt,bonnieraitt-sc-three_time_loser,40,love ,is, worth
1980s_nonAA_US > bonnieraitt,bonnieraitt-so-love_letter,8,love ,is, strange
1980s_nonAA_US > bonnieraitt,bonnieraitt-so-love_letter,22,this ,is, war
1980s_nonAA_US > fabulousthunderbirds,fabulousthunderbirds-sc-marked_deck,2,love ,is, like
1980s_nonAA_US > fabulousthunderbirds,fabulousthunderbirds-sc-marked_deck,4,love ,is, like
1980s_nonAA_US > fabulousthunderbirds,fabulousthunderbirds-sc-marked_deck,8,ace ,is, for
1980s_nonAA_US > fabulousthunderbirds,fabulousthunderbirds-sc-marked_deck,17,six (,is, for
1980s_nonAA_US > fabulousthunderbirds,fabulousthunderbirds-sc-marked_deck,31,king ,is, me
1980s_nonAA_US > fabulousthunderbirds,fabulousthunderbirds-so-rock_with_me,4,moon ,is, shining
1980s_nonAA_US > jjcale,jjcale-sc-borrowed_time,7,survival ,is, slim
1980s_nonAA_US > jjcale,jjcale-sc-borrowed_time,15,survival ,is, slim
1980s_nonAA_US > jjcale,jjcale-sc-borrowed_time,24,survival ,is, slim
1980s_nonAA_US > jjcale,jjcale-so-after_midnight,8,what ,is, all
1980s_nonAA_US > jjcale,jjcale-so-after_midnight,17,it ,is, all
1980s_nonAA_US > jjcale,jjcale-so-after_midnight,23,it ,is, all
1980s_nonAA_US > jjcale,jjcale-so-ride_me_high,21,it ,is, a
1980s_nonAA_US > robbenford,robbenford-sc-aint_got_nothing_but_the_blues,9,band ,is, swinging
1980s_nonAA_US > robbenford,robbenford-sc-aint_got_nothing_but_the_blues,20,band ,is, romping
1980s_nonAA_US > robbenford,robbenford-so-getaway,14,this   ,is, it
1980s_nonAA_US > robbenford,robbenford-so-getaway,19,love ,is, strong
1980s_nonAA_US > robbenford,robbenford-so-getaway,22,voice ,is, body
1980s_nonAA_US > robbenford,robbenford-so-getaway,31,love ,is, strong
1980s_nonAA_US > robbenford,robbenford-so-getaway,34,voice ,is, body
1980s_nonAA_US > stevierayvaughan,stevierayvaughan-sc-tin_pan_alley,32,this ,is, a
1980s_nonAA_US > stevierayvaughan,stevierayvaughan-so-dirty_pool,2,love ,is, gone
1980s_nonAA_US > stevierayvaughan,stevierayvaughan-so-dirty_pool,4,love ,is, gone
1980s_nonAA_US > stevierayvaughan,stevierayvaughan-so-dirty_pool,17,life ,is, a
1980s_nonAA_US > stevierayvaughan,stevierayvaughan-so-dirty_pool,19,life ,is, a
2010s_AA > ericgales,ericgales-so-it_just_beez_that_way,11,that ,is,   it
2010s_AA > ericgales,ericgales-so-it_just_beez_that_way,20,why (,is,) she
2010s_AA > ericgales,ericgales-so-it_just_beez_that_way,23,that ,is,   it
2010s_AA > ericgales,ericgales-so-south_paw_serenade,10,this ,is, my
2010s_AA > ericgales,ericgales-so-south_paw_serenade,21,this ,is, my
2010s_AA > ericgales,ericgales-so-south_paw_serenade,33,this ,is, my
2010s_AA > ericgales,ericgales-so-south_paw_serenade,34,this ,is, my
2010s_AA > ericgales,ericgales-so-south_paw_serenade,35,this ,is, my
2010s_AA > garyclarkjr,garyclarkjr-sc-if_trouble_was_money,12,times ,is, hard
2010s_AA > garyclarkjr,garyclarkjr-so-travis_county,27,do ,is, scream
2010s_AA > kingfish,kingfish-sc-empty_promises,10,get ,is, empty
2010s_AA > kingfish,kingfish-sc-empty_promises,20,get ,is, empty
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,1,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,2,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,3,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,4,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,7,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,8,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,9,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,10,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,13,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,14,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,15,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,16,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,24,do ,is, wish
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,25,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,26,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,27,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,28,thrill ,is, gone
2010s_AA > kingfish,kingfish-sc-the_thrill_is_gone,37,do ,is, wish
2010s_AA > kingfish,kingfish-so-she_calls_me_kingfish,24,fish ,is, cooked
2010s_AA > kirkfletcher,kirkfletcher-sc-found_love,9,world ,is, in
2010s_AA > kirkfletcher,kirkfletcher-sc-found_love,11,world ,is, in
2010s_AA > kirkfletcher,kirkfletcher-so-two_steps_forward,5,soul ,is, under
2010s_AA > kirkfletcher,kirkfletcher-so-two_steps_forward,13,soul ,is, under
2010s_AA > kirkfletcher,kirkfletcher-so-two_steps_forward,23,soul ,is, under
2010s_AA > shemekiacopeland,shemekiacopeland-so-ghetto_child,20,this ,is, the
2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,19,get ,is, a
2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,23,get ,is, luke
2010s_nonAA_nonUS > daniwilde,daniwilde-sc-in_the_mood,8,doctor ,is, right
2010s_nonAA_nonUS > daniwilde,daniwilde-so-bring_your_love_home,25,now   ,is, it
2010s_nonAA_nonUS > daniwilde,daniwilde-so-come_undone,28,game ,is, not
